date,E_Sagebrush,E_Saltdesert,W_Subalpine,W_Montana,W_Pinyon,W_Sagebrush
2019-05-07 19:50:00,4.865,13.5,6.545,2.49,2.561,3.836
2019-05-07 20:00:00,7.068,7.829,6.371,2.327,2.436,11.63
2019-05-07 20:10:00,4.507,7.13,5.416,1.356,10.61,15.67
2019-05-07 20:20:00,7.85,4.847,7.516,5.671,12.38,12.03
2019-05-07 20:30:00,7.739,4.835,7.727,6.779,5.573,11.01
2019-05-07 20:40:00,7.251,3.778,5.272,5.881,4.274,14.64
2019-05-07 20:50:00,2.069,3.549,3.914,4.32,6.034,11.5
2019-05-07 21:00:00,3.207,3.152,5.284,3.407,3.771,7.918
2019-05-07 21:10:00,3.765,8.71,7.744,5.123,7.884,7.015
2019-05-07 21:20:00,9.12,16.96,7.601,2.294,3.33,5.886
2019-05-07 21:30:00,20.96,17.93,8.28,4.139,4.099,6.797
2019-05-07 21:40:00,19.19,16.76,7.259,5.166,5.135,7.453
2019-05-07 21:50:00,19.01,12.01,5.776,5.282,4.844,9.57
2019-05-07 22:00:00,18.17,11.28,9.26,10.61,9.2,8.55
2019-05-07 22:10:00,15.87,16.42,9.69,9.06,8.78,9.76
2019-05-07 22:20:00,10.4,20.04,8.85,6.529,6.874,6.162
2019-05-07 22:30:00,5.991,11.8,8.24,6.316,5.445,4.73
2019-05-07 22:40:00,6.771,9.28,11.06,5.525,3.118,2.517
2019-05-07 22:50:00,7.273,6.012,7.668,5.14,4.066,3.792
2019-05-07 23:00:00,10.93,9.14,8.01,4.961,3.534,3.407
2019-05-07 23:10:00,11.28,11.65,7.761,6.563,5.88,4.267
2019-05-07 23:20:00,9.64,10.89,7.207,7.602,6.361,4.298
2019-05-07 23:30:00,4.053,9.11,8.74,7.402,6.877,6.581
2019-05-07 23:40:00,3.51,9.94,6.649,7.034,8.18,7.209
2019-05-07 23:50:00,14.2,12.25,9.27,8.95,10.7,8.19
2019-05-08 00:00:00,10.71,12.15,12.16,7.988,8.33,12.66
2019-05-08 00:10:00,6.853,10.11,11.67,10.32,12.55,15.36
2019-05-08 00:20:00,1.785,5.745,9.87,9.46,12.73,15.33
2019-05-08 00:30:00,6.192,5.914,9.48,11.05,11.55,13.79
2019-05-08 00:40:00,6.017,5.024,9.15,10.52,9.12,13.22
2019-05-08 00:50:00,5.127,5.859,8.21,8.88,7.559,13.35
2019-05-08 01:00:00,5.042,10.94,8.46,7.218,5.279,11.56
2019-05-08 01:10:00,3.246,9.11,7.04,6.204,5.057,8.83
2019-05-08 01:20:00,2.992,6.937,7.262,6.942,2.657,8.26
2019-05-08 01:30:00,2.006,5.029,6.173,6.94,4.37,8.36
2019-05-08 01:40:00,2.862,3.954,8.49,6.56,4.111,6.85
2019-05-08 01:50:00,2.777,3.98,8.43,7.475,8.23,6.876
2019-05-08 02:00:00,0.526,5.987,9.81,6.714,4.857,6.299
2019-05-08 02:10:00,1.326,5.89,9.83,7.802,3.611,5.278
2019-05-08 02:20:00,4.894,6.303,8.17,8.37,8.32,6.299
2019-05-08 02:30:00,5.214,7.395,6.252,5.843,8.8,8.32
2019-05-08 02:40:00,7.064,4.1,5.086,6.334,5.177,7.523
2019-05-08 02:50:00,7.766,2.543,6.993,7.808,6.005,6.719
2019-05-08 03:00:00,9.17,3.361,7.069,7.583,7.17,5.658
2019-05-08 03:10:00,7.386,6.155,7.439,6.398,4.958,2.425
2019-05-08 03:20:00,7.086,9.44,8.15,6.536,5.668,1.732
2019-05-08 03:30:00,6.503,6.81,6.374,7.55,5.802,1.258
2019-05-08 03:40:00,4.958,7.608,6.578,7.576,7.911,2.424
2019-05-08 03:50:00,6.016,6.317,6.502,7.757,6.053,3.616
2019-05-08 04:00:00,4.521,5.443,7.49,4.999,7.364,2.572
2019-05-08 04:10:00,3.884,6.199,7.223,8.67,6.121,2.358
2019-05-08 04:20:00,3.806,3.723,6.584,6.06,4.048,5.342
2019-05-08 04:30:00,8.41,3.93,7.409,5.543,3.725,7.175
2019-05-08 04:40:00,7.349,8.58,4.182,7.864,6.213,8.19
2019-05-08 04:50:00,3.771,5.248,4.95,5.418,5.722,7.718
2019-05-08 05:00:00,3.83,4.952,6.783,6.048,3.983,8.38
2019-05-08 05:10:00,3.48,6.173,4.981,5.327,5.537,17.9
2019-05-08 05:20:00,7.197,12.87,3.599,8.29,4.7,14.81
2019-05-08 05:30:00,5.621,13.24,4.488,6.336,5.113,12.48
2019-05-08 05:40:00,5.786,14.47,3.31,5.361,5.03,11.44
2019-05-08 05:50:00,9.25,11.98,4.996,5.621,7.932,9.7
2019-05-08 06:00:00,10.91,7.691,4.961,7.425,11.01,11.29
2019-05-08 06:10:00,10.1,3.594,5.189,6.381,7.894,13.72
2019-05-08 06:20:00,11.77,4.081,9.95,7.372,7.692,13.02
2019-05-08 06:30:00,14.57,3.552,4.289,5.647,7.249,15.63
2019-05-08 06:40:00,16.62,4.352,5.241,6.549,6.442,15.95
2019-05-08 06:50:00,19.01,9.9,6.252,6.531,6.968,11.43
2019-05-08 07:00:00,17.33,15.88,6.564,8.84,8.9,12.63
2019-05-08 07:10:00,12.58,15.2,5.24,6.764,6.259,13.68
2019-05-08 07:20:00,6.197,14.39,7.15,5.179,5.302,11.53
2019-05-08 07:30:00,6.101,13.55,8.26,6.977,5.888,11.6
2019-05-08 07:40:00,2.902,9.59,7.776,7.959,6.413,11.76
2019-05-08 07:50:00,5.507,8.67,4.123,10.12,4.438,8.21
2019-05-08 08:00:00,3.399,8.81,4.402,6.787,5.081,5.861
2019-05-08 08:10:00,5.887,7.313,4.005,6.513,4.16,7.041
2019-05-08 08:20:00,9.41,7.982,4.064,2.793,3.484,6.376
2019-05-08 08:30:00,12.36,4.342,6.692,3.421,3.809,5.18
2019-05-08 08:40:00,11.46,4.296,6.152,6.875,4.408,5.63
2019-05-08 08:50:00,11.76,3.688,5.267,8.77,4.5,5.622
2019-05-08 09:00:00,10.84,5.166,7.712,9.56,6.224,5.886
2019-05-08 09:10:00,12.99,4.463,6.135,8.42,4.557,6.014
2019-05-08 09:20:00,13.51,1.47,7.007,10.6,6.952,7.299
2019-05-08 09:30:00,14.2,0.298,8.36,8.84,6.636,7.619
2019-05-08 09:40:00,13.36,2.402,6.764,7.437,10.1,8.05
2019-05-08 09:50:00,14.53,2.122,7.778,7.611,8.31,7.778
2019-05-08 10:00:00,15.32,2.18,4.597,8.78,11.27,7.816
2019-05-08 10:10:00,15.17,1.567,5.717,12.62,13.27,6.575
2019-05-08 10:20:00,12.65,0.35,4.845,11.63,10.0,7.036
2019-05-08 10:30:00,11.67,5.143,8.33,9.57,10.91,9.42
2019-05-08 10:40:00,12.03,6.383,6.288,9.67,10.18,7.517
2019-05-08 10:50:00,14.6,4.159,9.69,9.03,9.54,7.433
2019-05-08 11:00:00,14.32,2.214,7.607,9.51,9.99,5.173
2019-05-08 11:10:00,14.07,5.592,7.332,10.25,10.59,4.638
2019-05-08 11:20:00,12.84,2.008,5.417,8.68,13.88,5.759
2019-05-08 11:30:00,14.45,1.288,5.845,7.175,13.44,6.817
2019-05-08 11:40:00,10.42,2.578,5.458,7.365,14.05,6.248
2019-05-08 11:50:00,4.924,0.814,5.183,8.22,9.97,5.668
2019-05-08 12:00:00,4.824,0.371,5.389,8.83,9.06,5.883
2019-05-08 12:10:00,4.613,2.126,7.074,6.501,4.613,9.72
2019-05-08 12:20:00,5.8,3.104,8.4,10.17,8.81,11.18
2019-05-08 12:30:00,5.306,6.8,6.473,5.5,6.249,11.68
2019-05-08 12:40:00,6.207,6.253,6.187,4.965,8.73,11.24
2019-05-08 12:50:00,5.228,7.422,4.504,5.285,6.856,10.3
2019-05-08 13:00:00,6.286,3.688,5.915,5.527,6.443,9.24
2019-05-08 13:10:00,3.491,3.642,5.513,5.751,6.509,8.1
2019-05-08 13:20:00,3.708,5.616,2.971,5.079,5.662,7.818
2019-05-08 13:30:00,2.925,5.819,4.252,4.516,2.47,7.484
2019-05-08 13:40:00,4.314,3.665,3.076,3.476,4.712,7.815
2019-05-08 13:50:00,2.621,2.411,4.81,2.773,3.028,9.79
2019-05-08 14:00:00,6.131,0.8,1.425,1.511,2.746,10.86
2019-05-08 14:10:00,12.53,2.757,5.093,2.649,2.903,11.85
2019-05-08 14:20:00,10.32,1.798,6.076,2.873,4.654,12.35
2019-05-08 14:30:00,8.41,3.031,7.339,1.352,2.303,10.66
2019-05-08 14:40:00,9.3,4.031,6.795,3.168,1.932,13.56
2019-05-08 14:50:00,10.66,3.058,8.18,1.422,2.413,13.07
2019-05-08 15:00:00,12.62,3.669,5.693,4.146,5.76,13.54
2019-05-08 15:10:00,8.37,4.087,4.217,5.812,6.737,14.78
2019-05-08 15:20:00,7.037,3.413,3.129,5.946,3.134,13.42
2019-05-08 15:30:00,7.271,5.832,4.171,4.409,3.365,14.28
2019-05-08 15:40:00,7.79,6.765,7.736,3.202,2.708,15.26
2019-05-08 15:50:00,8.87,9.79,5.223,2.956,4.066,15.69
2019-05-08 16:00:00,9.55,7.719,2.499,2.115,4.868,16.46
2019-05-08 16:10:00,7.349,12.02,2.178,2.612,5.659,16.97
2019-05-08 16:20:00,9.34,7.526,2.717,2.958,6.982,18.24
2019-05-08 16:30:00,9.31,10.03,3.479,3.065,8.05,17.53
2019-05-08 16:40:00,10.31,11.46,3.486,2.825,7.951,15.63
2019-05-08 16:50:00,11.58,13.7,4.447,2.769,8.3,16.26
2019-05-08 17:00:00,12.02,12.62,2.559,3.533,8.93,17.05
2019-05-08 17:10:00,8.31,12.86,5.263,3.728,7.142,16.42
2019-05-08 17:20:00,8.33,13.25,3.211,4.307,9.07,18.99
2019-05-08 17:30:00,7.776,13.02,3.233,4.627,10.21,19.13
2019-05-08 17:40:00,9.33,15.49,2.444,6.757,10.69,18.89
2019-05-08 17:50:00,10.24,11.8,1.72,6.648,9.31,17.56
2019-05-08 18:00:00,8.19,11.18,2.204,5.512,12.94,21.71
2019-05-08 18:10:00,8.97,13.88,2.801,5.461,10.97,19.82
2019-05-08 18:20:00,4.617,16.94,2.119,5.404,10.24,17.37
2019-05-08 18:30:00,3.796,17.95,1.569,6.361,9.24,17.47
2019-05-08 18:40:00,7.509,16.18,2.41,5.903,8.93,15.86
2019-05-08 18:50:00,12.66,13.11,2.551,6.957,7.936,14.88
2019-05-08 19:00:00,14.48,11.8,3.566,5.498,7.922,17.78
2019-05-08 19:10:00,14.41,11.95,4.009,5.55,9.4,17.16
2019-05-08 19:20:00,11.3,11.64,4.202,8.24,9.83,18.24
2019-05-08 19:30:00,8.94,7.25,4.199,6.907,9.11,20.71
2019-05-08 19:40:00,10.63,10.32,4.432,5.659,11.14,18.52
2019-05-08 19:50:00,10.22,11.97,3.572,8.7,11.72,16.69
2019-05-08 20:00:00,6.515,25.52,4.022,7.965,9.86,16.02
2019-05-08 20:10:00,18.29,25.21,5.431,6.638,8.79,14.61
2019-05-08 20:20:00,18.67,20.56,3.835,4.922,8.69,12.06
2019-05-08 20:30:00,17.05,14.37,4.094,8.27,10.23,12.95
2019-05-08 20:40:00,11.74,13.24,3.825,8.99,9.81,17.29
2019-05-08 20:50:00,6.691,14.81,3.455,6.322,8.63,12.89
2019-05-08 21:00:00,5.273,12.2,4.215,4.972,7.978,10.53
2019-05-08 21:10:00,6.574,11.18,6.227,4.217,7.57,14.83
2019-05-08 21:20:00,4.806,13.12,5.72,5.091,6.489,13.55
2019-05-08 21:30:00,3.67,11.82,4.2,4.974,6.524,14.19
2019-05-08 21:40:00,5.57,21.47,3.791,5.907,6.575,10.81
2019-05-08 21:50:00,5.575,20.16,4.602,6.549,6.879,15.85
2019-05-08 22:00:00,5.033,22.16,6.424,6.15,7.37,9.96
2019-05-08 22:10:00,4.405,19.27,3.741,7.017,8.01,13.77
2019-05-08 22:20:00,10.8,16.37,9.65,5.353,7.95,11.14
2019-05-08 22:30:00,9.87,15.52,7.395,5.079,7.297,15.74
2019-05-08 22:40:00,13.45,15.99,6.397,6.672,10.68,14.27
2019-05-08 22:50:00,11.68,14.49,8.17,5.542,10.56,14.54
2019-05-08 23:00:00,8.24,11.36,4.246,5.694,12.41,13.6
2019-05-08 23:10:00,5.734,9.24,1.965,6.763,9.12,13.31
2019-05-08 23:20:00,6.934,13.67,3.65,6.232,6.064,13.84
2019-05-08 23:30:00,6.275,16.25,3.277,7.108,9.19,13.92
2019-05-08 23:40:00,4.274,17.95,6.555,7.989,8.98,11.89
2019-05-08 23:50:00,10.95,13.87,4.93,5.178,7.827,14.55
2019-05-09 00:00:00,8.82,14.11,4.806,4.906,8.33,13.61
2019-05-09 00:10:00,8.95,10.55,5.821,6.393,6.555,15.22
2019-05-09 00:20:00,13.37,9.06,5.256,5.276,9.4,14.94
2019-05-09 00:30:00,11.68,5.949,4.542,4.727,6.453,13.02
2019-05-09 00:40:00,10.63,12.07,5.399,4.827,8.68,14.21
2019-05-09 00:50:00,10.24,5.021,5.934,6.326,8.57,13.31
2019-05-09 01:00:00,7.755,6.492,4.781,6.444,6.422,13.76
2019-05-09 01:10:00,1.27,7.24,3.878,6.191,6.528,14.05
2019-05-09 01:20:00,3.884,6.623,5.337,6.742,6.102,14.97
2019-05-09 01:30:00,7.894,6.499,6.94,6.05,8.96,17.41
2019-05-09 01:40:00,6.678,5.278,7.719,4.934,7.603,14.92
2019-05-09 01:50:00,7.41,6.854,4.831,6.678,7.102,14.37
2019-05-09 02:00:00,7.682,8.45,3.525,7.295,9.86,15.45
2019-05-09 02:10:00,6.866,11.1,4.669,8.28,8.32,13.1
2019-05-09 02:20:00,6.542,6.807,4.869,8.83,8.79,8.9
2019-05-09 02:30:00,8.85,6.152,5.269,5.793,7.706,9.75
2019-05-09 02:40:00,8.52,7.194,3.421,6.677,8.09,10.19
2019-05-09 02:50:00,8.61,8.07,3.45,8.73,7.29,11.38
2019-05-09 03:00:00,10.05,7.336,5.626,6.59,8.19,13.74
2019-05-09 03:10:00,8.38,7.841,5.868,6.557,6.485,11.73
2019-05-09 03:20:00,8.6,7.017,6.405,5.847,6.503,10.06
2019-05-09 03:30:00,7.11,8.21,6.042,5.056,4.548,11.34
2019-05-09 03:40:00,5.397,8.51,3.781,4.296,1.609,12.17
2019-05-09 03:50:00,7.336,7.194,4.09,3.869,3.665,10.88
2019-05-09 04:00:00,9.91,6.293,2.706,6.169,8.58,11.29
2019-05-09 04:10:00,9.9,4.433,2.516,6.998,7.273,16.42
2019-05-09 04:20:00,13.54,4.545,4.687,3.033,4.715,20.25
2019-05-09 04:30:00,19.95,7.68,5.796,2.861,5.654,19.7
2019-05-09 04:40:00,20.27,12.94,6.131,1.764,5.141,18.83
2019-05-09 04:50:00,18.33,17.29,4.35,2.335,3.42,19.86
2019-05-09 05:00:00,19.63,16.73,4.248,1.055,2.414,23.95
2019-05-09 05:10:00,17.0,16.51,5.582,2.674,2.224,22.53
2019-05-09 05:20:00,8.52,16.64,5.161,1.38,3.079,9.52
2019-05-09 05:30:00,10.93,10.81,2.779,0.987,3.199,6.995
2019-05-09 05:40:00,11.67,10.75,4.4,0.744,2.63,8.68
2019-05-09 05:50:00,10.51,7.856,3.319,0.884,4.427,9.34
2019-05-09 06:00:00,9.62,9.16,3.398,2.198,1.252,7.026
2019-05-09 06:10:00,10.07,9.23,4.268,2.306,2.21,3.549
2019-05-09 06:20:00,9.23,9.74,3.847,2.249,1.777,6.668
2019-05-09 06:30:00,8.45,11.85,5.473,4.008,3.245,5.307
2019-05-09 06:40:00,7.012,9.64,5.806,5.796,2.859,1.591
2019-05-09 06:50:00,7.747,9.8,5.693,8.4,1.185,5.462
2019-05-09 07:00:00,7.998,9.34,7.324,8.43,2.757,4.562
2019-05-09 07:10:00,7.489,10.76,8.53,8.73,1.503,5.248
2019-05-09 07:20:00,6.752,8.72,8.12,10.35,1.481,4.885
2019-05-09 07:30:00,1.447,6.893,6.123,8.88,1.885,7.493
2019-05-09 07:40:00,3.733,6.191,6.574,10.11,2.592,7.529
2019-05-09 07:50:00,3.296,5.38,5.841,8.46,1.326,3.073
2019-05-09 08:00:00,4.113,3.909,4.4,5.02,3.226,3.687
2019-05-09 08:10:00,8.17,6.421,3.939,0.562,4.136,6.666
2019-05-09 08:20:00,10.86,6.886,5.34,2.094,5.27,8.91
2019-05-09 08:30:00,9.35,6.529,3.83,1.686,4.865,2.927
2019-05-09 08:40:00,9.03,6.486,3.28,3.596,5.474,3.411
2019-05-09 08:50:00,8.1,4.516,4.047,3.339,4.768,3.538
2019-05-09 09:00:00,8.75,1.795,2.103,3.241,2.934,5.443
2019-05-09 09:10:00,10.03,1.846,0.946,2.9,1.634,2.956
2019-05-09 09:20:00,8.08,2.004,2.734,3.023,2.332,2.926
2019-05-09 09:30:00,9.17,3.133,3.136,3.895,1.133,1.771
2019-05-09 09:40:00,10.23,2.654,1.696,4.527,2.381,1.666
2019-05-09 09:50:00,9.74,3.112,1.082,4.715,2.548,1.522
2019-05-09 10:00:00,9.71,3.991,1.216,4.165,2.371,0.287
2019-05-09 10:10:00,10.07,6.978,2.002,3.395,1.011,4.586
2019-05-09 10:20:00,9.84,8.32,2.016,3.623,3.621,3.847
2019-05-09 10:30:00,8.39,8.73,1.125,3.735,2.608,2.089
2019-05-09 10:40:00,7.939,6.684,1.69,3.796,2.813,0.035
2019-05-09 10:50:00,7.161,9.2,0.783,3.631,1.593,0.742
2019-05-09 11:00:00,6.904,7.651,0.414,3.152,1.79,2.872
2019-05-09 11:10:00,5.904,5.062,0.163,2.416,2.643,3.759
2019-05-09 11:20:00,9.23,6.537,0.809,2.404,2.241,3.337
2019-05-09 11:30:00,9.9,8.69,1.102,3.503,1.503,6.34
2019-05-09 11:40:00,8.51,7.625,1.6,4.325,1.773,8.6
2019-05-09 11:50:00,9.39,6.969,1.977,5.8,1.372,6.895
2019-05-09 12:00:00,8.62,7.593,2.512,6.921,2.062,3.354
2019-05-09 12:10:00,9.42,7.723,2.047,5.577,3.633,4.688
2019-05-09 12:20:00,8.53,8.49,0.909,4.728,1.826,3.713
2019-05-09 12:30:00,10.13,7.121,0.596,5.362,0.922,2.71
2019-05-09 12:40:00,9.14,4.335,1.073,5.048,1.23,2.675
2019-05-09 12:50:00,8.81,4.277,1.934,3.865,0.762,1.824
2019-05-09 13:00:00,7.552,5.131,4.337,3.866,0.84,0.324
2019-05-09 13:10:00,7.814,6.358,3.814,2.817,1.067,1.045
2019-05-09 13:20:00,7.806,5.26,2.79,2.641,0.865,1.717
2019-05-09 13:30:00,8.22,5.625,2.52,2.893,2.071,0.011
2019-05-09 13:40:00,5.046,4.529,2.649,3.081,1.279,1.889
2019-05-09 13:50:00,4.022,5.5,3.068,3.353,0.914,2.086
2019-05-09 14:00:00,3.213,4.436,2.988,4.178,1.045,4.044
2019-05-09 14:10:00,2.316,2.969,3.448,4.662,0.083,2.651
2019-05-09 14:20:00,3.212,2.698,3.776,4.712,0.473,2.436
2019-05-09 14:30:00,3.744,0.914,2.656,4.146,1.045,3.625
2019-05-09 14:40:00,5.043,0.924,2.412,5.012,1.474,4.669
2019-05-09 14:50:00,4.644,0.744,2.877,4.14,1.801,4.265
2019-05-09 15:00:00,5.52,2.137,2.509,2.633,2.87,2.478
2019-05-09 15:10:00,5.447,3.493,2.804,1.868,1.627,1.337
2019-05-09 15:20:00,5.129,2.849,3.733,1.353,1.246,2.842
2019-05-09 15:30:00,7.243,2.423,2.365,0.834,2.929,2.56
2019-05-09 15:40:00,5.63,3.584,2.973,1.596,1.569,2.758
2019-05-09 15:50:00,4.914,2.967,3.393,1.98,4.177,2.345
2019-05-09 16:00:00,3.711,4.528,4.088,1.434,2.421,2.056
2019-05-09 16:10:00,5.934,6.814,4.298,1.757,1.196,0.718
2019-05-09 16:20:00,5.975,6.757,3.706,1.045,0.576,0.82
2019-05-09 16:30:00,5.398,6.781,3.654,1.245,2.204,1.967
2019-05-09 16:40:00,9.0,6.656,4.292,1.261,1.61,2.512
2019-05-09 16:50:00,4.831,7.967,4.163,1.391,1.718,2.715
2019-05-09 17:00:00,4.769,10.01,3.815,1.27,2.463,5.796
2019-05-09 17:10:00,7.76,11.52,2.782,2.826,3.293,5.865
2019-05-09 17:20:00,5.01,11.17,2.89,1.811,5.115,4.976
2019-05-09 17:30:00,5.111,13.96,5.025,1.331,3.934,4.564
2019-05-09 17:40:00,3.599,13.6,4.099,3.054,5.681,4.478
2019-05-09 17:50:00,9.38,11.73,3.538,3.102,5.942,5.864
2019-05-09 18:00:00,11.42,9.71,1.901,3.538,6.049,4.376
2019-05-09 18:10:00,9.62,11.32,2.987,3.421,5.366,6.238
2019-05-09 18:20:00,9.78,12.35,4.51,3.429,8.59,11.22
2019-05-09 18:30:00,7.885,8.85,2.724,5.338,8.97,10.13
2019-05-09 18:40:00,6.847,8.57,3.157,3.831,6.095,8.71
2019-05-09 18:50:00,3.441,9.33,5.204,2.675,4.988,9.58
2019-05-09 19:00:00,4.182,6.115,4.311,1.99,7.583,10.46
2019-05-09 19:10:00,4.801,3.871,4.523,4.596,12.99,11.58
2019-05-09 19:20:00,4.447,9.59,5.021,4.368,12.01,15.5
2019-05-09 19:30:00,5.094,5.083,5.611,5.626,12.06,12.9
2019-05-09 19:40:00,3.745,7.019,5.579,3.26,10.59,9.27
2019-05-09 19:50:00,3.228,8.83,3.545,4.745,12.04,11.19
2019-05-09 20:00:00,2.928,17.9,3.659,4.48,12.99,8.87
2019-05-09 20:10:00,7.546,16.15,5.527,5.871,12.53,11.1
2019-05-09 20:20:00,10.95,16.1,4.542,5.641,7.396,11.32
2019-05-09 20:30:00,12.17,20.36,4.104,1.597,5.599,8.76
2019-05-09 20:40:00,11.91,22.49,3.467,1.659,3.68,10.31
2019-05-09 20:50:00,11.47,23.88,2.145,5.128,8.07,7.923
2019-05-09 21:00:00,8.55,21.67,4.366,3.523,4.975,10.62
2019-05-09 21:10:00,9.5,20.05,3.784,7.312,5.882,8.39
2019-05-09 21:20:00,7.284,17.51,2.583,7.066,6.071,8.03
2019-05-09 21:30:00,5.204,13.45,4.883,1.825,7.766,9.78
2019-05-09 21:40:00,6.339,12.57,5.143,1.423,8.05,11.04
2019-05-09 21:50:00,10.12,9.61,5.307,2.376,4.052,10.6
2019-05-09 22:00:00,11.24,4.835,4.745,4.135,5.556,9.84
2019-05-09 22:10:00,11.39,2.79,4.297,3.241,5.469,9.87
2019-05-09 22:20:00,10.85,15.93,3.126,1.102,5.804,8.79
2019-05-09 22:30:00,11.97,13.13,2.71,0.77,5.298,8.18
2019-05-09 22:40:00,12.18,13.74,2.905,2.391,3.219,6.557
2019-05-09 22:50:00,10.77,11.17,4.374,3.874,1.62,10.3
2019-05-09 23:00:00,9.83,8.22,4.998,1.649,3.37,15.55
2019-05-09 23:10:00,14.46,9.28,5.76,1.473,4.315,16.43
2019-05-09 23:20:00,16.56,11.51,6.78,2.535,4.996,17.32
2019-05-09 23:30:00,14.95,16.86,7.403,1.415,3.47,14.2
2019-05-09 23:40:00,13.46,19.01,6.469,2.605,3.782,12.99
2019-05-09 23:50:00,11.78,15.78,5.72,3.038,2.407,16.45
2019-05-10 00:00:00,13.95,15.24,6.588,1.479,2.294,17.48
2019-05-10 00:10:00,14.62,17.3,6.767,4.671,2.745,17.17
2019-05-10 00:20:00,10.63,14.64,8.91,7.558,4.451,13.48
2019-05-10 00:30:00,4.884,14.85,8.85,10.17,3.099,11.28
2019-05-10 00:40:00,10.64,10.56,6.656,10.23,4.012,11.91
2019-05-10 00:50:00,12.55,11.81,8.56,11.56,4.787,13.61
2019-05-10 01:00:00,14.79,9.33,9.01,11.07,4.846,11.56
2019-05-10 01:10:00,14.5,9.35,7.898,11.27,3.319,13.55
2019-05-10 01:20:00,12.56,12.82,7.36,9.14,3.423,13.38
2019-05-10 01:30:00,13.93,13.18,7.299,8.94,3.796,13.11
2019-05-10 01:40:00,14.3,12.37,6.473,9.33,1.982,11.9
2019-05-10 01:50:00,13.13,9.81,5.059,9.57,4.131,10.48
2019-05-10 02:00:00,11.44,9.54,6.583,9.79,3.185,10.32
2019-05-10 02:10:00,12.53,9.32,7.929,10.39,2.503,10.09
2019-05-10 02:20:00,12.96,7.343,7.951,11.1,4.567,7.314
2019-05-10 02:30:00,9.83,3.231,9.01,11.49,5.933,7.589
2019-05-10 02:40:00,12.17,6.507,9.63,9.96,3.333,8.08
2019-05-10 02:50:00,9.88,8.0,9.89,10.48,4.632,8.44
2019-05-10 03:00:00,10.04,7.43,10.02,9.88,6.961,5.794
2019-05-10 03:10:00,9.11,6.712,9.03,9.78,5.07,4.025
2019-05-10 03:20:00,11.49,5.904,9.48,9.89,6.582,3.36
2019-05-10 03:30:00,12.22,6.002,9.4,8.71,5.339,5.924
2019-05-10 03:40:00,14.56,5.695,10.59,9.94,3.897,8.3
2019-05-10 03:50:00,13.48,5.633,9.41,9.41,6.968,8.74
2019-05-10 04:00:00,10.48,8.07,9.04,11.82,5.678,9.13
2019-05-10 04:10:00,8.91,9.98,9.84,11.59,3.064,8.04
2019-05-10 04:20:00,6.829,7.984,9.6,10.49,5.27,7.017
2019-05-10 04:30:00,3.653,7.168,7.461,8.81,7.002,6.583
2019-05-10 04:40:00,7.779,2.248,9.77,9.24,2.052,6.636
2019-05-10 04:50:00,2.583,4.262,10.19,8.43,3.009,4.524
2019-05-10 05:00:00,4.724,2.28,9.37,6.931,1.987,2.304
2019-05-10 05:10:00,4.64,7.13,9.79,5.398,4.577,2.259
2019-05-10 05:20:00,7.286,7.251,9.93,4.572,4.101,4.441
2019-05-10 05:30:00,5.579,14.05,11.2,4.925,3.382,7.591
2019-05-10 05:40:00,10.02,16.29,10.92,6.322,3.987,7.289
2019-05-10 05:50:00,9.96,14.94,10.94,5.325,6.282,7.561
2019-05-10 06:00:00,8.27,17.27,11.05,5.127,7.053,7.22
2019-05-10 06:10:00,8.37,18.79,13.0,3.855,6.114,6.128
2019-05-10 06:20:00,8.57,19.57,13.39,8.39,9.12,5.652
2019-05-10 06:30:00,7.787,18.94,13.11,11.31,7.038,4.972
2019-05-10 06:40:00,7.164,17.34,14.64,9.71,3.636,4.646
2019-05-10 06:50:00,6.177,16.23,14.13,9.12,10.22,4.541
2019-05-10 07:00:00,4.659,16.27,12.5,10.62,5.182,6.284
2019-05-10 07:10:00,4.089,15.35,14.16,13.34,4.095,3.393
2019-05-10 07:20:00,3.027,12.52,14.18,16.03,3.38,3.074
2019-05-10 07:30:00,4.197,12.64,12.95,16.9,3.672,2.546
2019-05-10 07:40:00,5.748,13.24,11.27,14.44,1.508,1.998
2019-05-10 07:50:00,2.782,13.56,10.38,13.77,2.939,2.413
2019-05-10 08:00:00,3.449,13.47,11.55,14.84,3.401,2.873
2019-05-10 08:10:00,3.563,14.01,10.77,12.86,2.621,5.426
2019-05-10 08:20:00,5.029,13.93,8.94,16.83,3.217,5.562
2019-05-10 08:30:00,7.667,13.84,10.6,14.99,2.939,5.359
2019-05-10 08:40:00,7.254,11.92,9.2,16.0,4.359,5.603
2019-05-10 08:50:00,5.585,12.67,9.63,15.21,10.54,5.605
2019-05-10 09:00:00,3.891,12.88,12.05,14.85,6.659,9.08
2019-05-10 09:10:00,2.883,12.74,10.43,14.53,9.2,8.62
2019-05-10 09:20:00,3.045,13.76,10.35,14.16,14.44,7.622
2019-05-10 09:30:00,4.141,12.2,11.0,14.45,14.04,2.22
2019-05-10 09:40:00,4.04,11.65,10.26,14.52,12.81,3.088
2019-05-10 09:50:00,2.634,10.88,10.17,12.88,13.62,7.021
2019-05-10 10:00:00,5.545,8.56,9.06,13.52,12.39,7.118
2019-05-10 10:10:00,5.78,9.17,9.72,12.39,14.2,7.743
2019-05-10 10:20:00,4.726,9.29,10.16,14.42,14.36,6.679
2019-05-10 10:30:00,7.268,7.522,9.88,14.27,11.98,6.955
