date,E_Sagebrush,E_Saltdesert,W_Subalpine,W_Montana,W_Pinyon,W_Sagebrush
2019-06-01 04:50:00,9.37,14.81,7.225,7.204,5.004,9.66
2019-06-01 05:00:00,9.08,10.14,6.205,8.54,4.891,7.346
2019-06-01 05:10:00,8.41,8.27,2.913,6.023,2.895,8.13
2019-06-01 05:20:00,7.895,8.67,1.421,3.643,2.926,7.224
2019-06-01 05:30:00,7.029,9.7,0.842,2.386,3.524,8.58
2019-06-01 05:40:00,8.72,7.783,1.203,1.235,2.394,5.573
2019-06-01 05:50:00,10.11,5.057,2.007,2.67,0.941,3.497
2019-06-01 06:00:00,10.78,6.721,2.424,2.648,3.072,2.154
2019-06-01 06:10:00,9.18,8.22,4.066,2.704,3.122,3.403
2019-06-01 06:20:00,10.97,8.12,5.178,1.681,2.547,3.635
2019-06-01 06:30:00,10.11,3.735,5.987,2.697,1.925,5.869
2019-06-01 06:40:00,10.05,4.061,6.063,3.717,2.607,4.592
2019-06-01 06:50:00,10.24,3.853,6.707,3.675,4.407,2.647
2019-06-01 07:00:00,9.29,2.673,6.16,5.157,3.189,1.544
2019-06-01 07:10:00,10.54,1.108,5.63,1.988,2.704,2.509
2019-06-01 07:20:00,10.66,1.835,6.167,2.229,1.355,2.448
2019-06-01 07:30:00,11.62,5.271,5.952,7.142,1.028,2.41
2019-06-01 07:40:00,11.9,6.005,6.017,6.777,0.62,3.609
2019-06-01 07:50:00,12.25,5.787,5.995,8.81,1.174,2.729
2019-06-01 08:00:00,11.76,5.034,6.422,9.5,1.23,2.842
2019-06-01 08:10:00,11.12,5.085,5.978,8.89,0.994,1.908
2019-06-01 08:20:00,11.1,8.02,6.226,7.437,1.974,0.146
2019-06-01 08:30:00,9.1,9.54,5.958,5.145,2.522,0.905
2019-06-01 08:40:00,4.243,7.105,6.503,8.25,1.726,2.541
2019-06-01 08:50:00,9.05,7.999,6.635,8.39,1.07,1.748
2019-06-01 09:00:00,10.15,7.332,6.369,8.38,1.773,1.03
2019-06-01 09:10:00,10.68,5.903,6.955,8.84,2.578,2.044
2019-06-01 09:20:00,10.35,5.774,7.184,8.37,2.748,5.097
2019-06-01 09:30:00,9.25,8.16,7.254,9.28,1.126,4.959
2019-06-01 09:40:00,6.498,10.0,7.108,9.09,1.983,2.737
2019-06-01 09:50:00,10.05,10.2,6.865,8.91,1.71,6.481
2019-06-01 10:00:00,10.53,10.47,6.423,8.24,0.782,4.175
2019-06-01 10:10:00,10.59,11.1,6.364,7.594,1.432,3.622
2019-06-01 10:20:00,11.51,8.52,6.482,7.999,1.586,2.201
2019-06-01 10:30:00,10.61,6.434,5.588,8.59,2.205,3.968
2019-06-01 10:40:00,11.27,2.424,6.811,8.52,0.804,2.617
2019-06-01 10:50:00,12.0,2.72,7.166,9.17,0.721,5.079
2019-06-01 11:00:00,11.39,7.52,8.04,10.58,0.287,2.746
2019-06-01 11:10:00,11.05,9.83,8.31,8.81,0.638,1.993
2019-06-01 11:20:00,7.954,11.25,7.3,8.69,1.187,2.055
2019-06-01 11:30:00,7.943,9.28,6.862,7.953,2.064,4.615
2019-06-01 11:40:00,9.89,4.744,7.721,8.1,1.95,5.98
2019-06-01 11:50:00,9.74,1.979,6.194,7.902,1.182,3.525
2019-06-01 12:00:00,9.13,1.3,5.494,7.488,0.692,1.826
2019-06-01 12:10:00,10.03,2.783,5.769,8.27,1.011,1.939
2019-06-01 12:20:00,10.55,3.109,6.423,7.615,3.093,3.969
2019-06-01 12:30:00,9.67,6.021,6.512,6.977,0.904,5.949
2019-06-01 12:40:00,9.78,7.553,6.639,7.326,1.633,4.775
2019-06-01 12:50:00,10.78,8.18,6.228,6.876,2.733,6.922
2019-06-01 13:00:00,10.16,7.827,5.849,6.72,2.491,4.239
2019-06-01 13:10:00,6.919,6.467,6.0,2.854,2.855,4.927
2019-06-01 13:20:00,2.965,4.498,5.737,2.499,0.985,5.852
2019-06-01 13:30:00,1.682,4.296,5.483,4.78,2.192,6.302
2019-06-01 13:40:00,2.374,5.435,5.418,4.423,2.118,4.676
2019-06-01 13:50:00,3.55,6.778,5.47,4.899,1.578,4.042
2019-06-01 14:00:00,6.12,6.289,5.774,7.193,0.883,2.396
2019-06-01 14:10:00,4.39,6.766,5.989,6.316,0.378,0.772
2019-06-01 14:20:00,3.221,8.1,4.922,2.908,0.949,1.343
2019-06-01 14:30:00,2.462,3.765,4.693,2.042,0.041,1.627
2019-06-01 14:40:00,1.592,3.431,4.296,1.792,0.416,0.153
2019-06-01 14:50:00,4.782,5.379,4.885,1.658,1.027,2.432
2019-06-01 15:00:00,4.282,1.38,4.885,2.178,1.097,6.082
2019-06-01 15:10:00,5.369,7.376,5.854,4.652,0.593,6.716
2019-06-01 15:20:00,6.923,8.86,6.532,6.047,2.393,6.307
2019-06-01 15:30:00,5.764,3.827,6.886,7.504,2.079,5.802
2019-06-01 15:40:00,3.621,6.764,6.671,6.618,0.752,4.882
2019-06-01 15:50:00,5.246,7.655,5.771,4.522,2.576,4.897
2019-06-01 16:00:00,2.655,6.031,5.51,3.77,3.312,4.05
2019-06-01 16:10:00,2.12,2.892,6.23,2.983,3.634,2.817
2019-06-01 16:20:00,4.197,1.356,8.1,1.975,2.949,1.378
2019-06-01 16:30:00,6.971,2.047,7.025,3.401,3.231,2.618
2019-06-01 16:40:00,5.69,2.608,7.349,3.432,2.316,2.63
2019-06-01 16:50:00,3.859,1.416,8.02,2.942,2.406,2.286
2019-06-01 17:00:00,4.467,1.061,7.502,4.972,3.095,1.781
2019-06-01 17:10:00,3.193,4.66,7.614,4.278,3.403,3.725
2019-06-01 17:20:00,3.886,5.568,8.97,2.654,3.271,3.898
2019-06-01 17:30:00,2.796,5.381,9.95,4.018,3.343,2.752
2019-06-01 17:40:00,4.116,6.678,9.01,2.931,3.138,2.914
2019-06-01 17:50:00,5.667,6.822,8.04,3.209,4.197,3.151
2019-06-01 18:00:00,2.961,5.643,8.32,2.211,5.439,3.307
2019-06-01 18:10:00,4.968,5.26,7.89,2.984,4.351,2.448
2019-06-01 18:20:00,4.677,4.289,8.25,2.306,3.617,2.175
2019-06-01 18:30:00,4.201,4.219,9.83,5.604,3.728,3.157
2019-06-01 18:40:00,4.843,6.282,9.58,3.771,3.636,1.958
2019-06-01 18:50:00,6.08,3.763,9.18,4.466,4.356,1.808
2019-06-01 19:00:00,5.186,4.891,6.15,6.862,7.368,3.338
2019-06-01 19:10:00,4.689,5.285,6.562,6.861,6.334,6.18
2019-06-01 19:20:00,6.373,5.862,7.205,1.8,5.934,7.124
2019-06-01 19:30:00,6.339,7.335,6.264,2.285,6.198,5.582
2019-06-01 19:40:00,3.83,4.647,6.406,1.59,5.484,6.01
2019-06-01 19:50:00,3.261,6.479,6.296,2.222,6.226,4.822
2019-06-01 20:00:00,3.471,6.626,5.887,1.388,4.503,3.057
2019-06-01 20:10:00,2.411,5.497,6.687,0.703,4.037,2.922
2019-06-01 20:20:00,2.115,5.642,7.88,0.861,2.922,7.535
2019-06-01 20:30:00,2.192,5.104,8.93,0.796,2.11,10.43
2019-06-01 20:40:00,2.73,11.28,7.682,1.078,1.455,10.73
2019-06-01 20:50:00,3.647,6.891,4.993,0.602,3.322,9.28
2019-06-01 21:00:00,3.402,8.47,2.242,0.1,5.367,7.212
2019-06-01 21:10:00,4.005,10.37,1.177,1.577,3.228,5.37
2019-06-01 21:20:00,4.18,12.41,1.481,1.696,3.914,5.149
2019-06-01 21:30:00,7.082,11.88,1.753,0.167,2.613,1.809
2019-06-01 21:40:00,8.11,13.56,2.149,3.13,3.188,1.439
2019-06-01 21:50:00,9.54,18.4,1.878,4.168,4.694,4.593
2019-06-01 22:00:00,17.08,21.19,3.506,7.268,10.04,8.54
2019-06-01 22:10:00,23.82,22.06,5.494,6.173,9.3,8.0
2019-06-01 22:20:00,19.29,29.07,3.285,6.029,6.192,9.4
2019-06-01 22:30:00,15.46,29.35,7.944,4.029,6.827,8.35
2019-06-01 22:40:00,15.0,26.04,3.876,4.906,6.973,11.52
2019-06-01 22:50:00,15.59,18.82,4.343,4.221,4.147,12.62
2019-06-01 23:00:00,9.97,14.13,2.551,2.086,4.059,11.28
2019-06-01 23:10:00,7.685,13.09,3.331,1.024,3.394,14.39
2019-06-01 23:20:00,7.452,10.35,3.987,2.999,3.266,15.13
2019-06-01 23:30:00,9.0,14.35,1.957,1.746,4.89,13.85
2019-06-01 23:40:00,11.3,10.06,1.382,1.275,4.629,14.6
2019-06-01 23:50:00,11.55,9.92,0.953,0.128,4.731,16.35
2019-06-02 00:00:00,10.54,7.742,2.89,0.674,4.132,14.62
2019-06-02 00:10:00,11.14,7.704,4.388,1.302,4.054,12.16
2019-06-02 00:20:00,11.11,7.015,4.702,1.556,2.34,13.13
2019-06-02 00:30:00,9.69,6.025,6.98,3.943,3.833,11.43
2019-06-02 00:40:00,7.626,8.88,4.09,3.69,4.585,13.26
2019-06-02 00:50:00,8.32,8.84,3.54,1.495,5.896,13.57
2019-06-02 01:00:00,5.283,9.52,3.415,2.225,6.015,12.67
2019-06-02 01:10:00,5.726,10.15,3.753,2.599,4.813,11.4
2019-06-02 01:20:00,3.96,12.22,2.876,3.093,5.619,11.81
2019-06-02 01:30:00,4.19,12.89,3.507,2.734,6.338,10.57
2019-06-02 01:40:00,3.759,12.18,5.615,1.581,4.983,8.13
2019-06-02 01:50:00,11.49,9.7,5.801,1.168,3.776,6.564
2019-06-02 02:00:00,7.984,7.242,6.741,1.878,3.91,6.333
2019-06-02 02:10:00,4.885,9.34,6.318,1.373,2.594,6.607
2019-06-02 02:20:00,5.115,6.923,4.403,1.428,3.836,5.684
2019-06-02 02:30:00,5.311,8.3,2.638,1.853,5.113,8.09
2019-06-02 02:40:00,6.529,9.98,3.111,0.925,3.063,8.83
2019-06-02 02:50:00,9.25,5.245,5.229,1.572,3.079,6.878
2019-06-02 03:00:00,6.814,3.292,4.827,2.274,3.848,7.753
2019-06-02 03:10:00,5.521,3.777,4.026,5.188,5.92,14.53
2019-06-02 03:20:00,5.798,3.693,2.485,6.154,6.776,15.09
2019-06-02 03:30:00,4.571,2.788,4.172,4.167,3.33,12.93
2019-06-02 03:40:00,4.922,3.776,4.869,5.469,1.912,9.76
2019-06-02 03:50:00,5.358,3.381,2.869,3.771,4.665,7.44
2019-06-02 04:00:00,6.446,2.703,3.99,1.569,3.123,6.946
2019-06-02 04:10:00,6.756,5.78,3.707,2.16,2.372,8.71
2019-06-02 04:20:00,7.511,2.388,3.149,2.046,3.257,6.747
2019-06-02 04:30:00,9.41,5.597,4.132,1.897,2.78,9.54
2019-06-02 04:40:00,9.1,8.48,3.401,1.34,3.276,7.341
2019-06-02 04:50:00,10.14,7.547,3.505,4.489,4.284,4.309
2019-06-02 05:00:00,10.81,5.006,3.198,4.599,3.493,4.416
2019-06-02 05:10:00,11.98,6.683,4.282,4.528,4.931,2.287
2019-06-02 05:20:00,11.3,7.611,4.293,5.136,1.03,3.359
2019-06-02 05:30:00,10.03,8.99,3.005,4.749,2.632,4.233
2019-06-02 05:40:00,7.821,11.06,1.887,5.234,4.064,7.353
2019-06-02 05:50:00,2.052,8.32,2.571,4.604,1.307,8.53
2019-06-02 06:00:00,2.838,7.33,4.418,3.625,2.288,7.743
2019-06-02 06:10:00,5.298,4.254,4.474,6.432,1.216,5.814
2019-06-02 06:20:00,6.075,6.482,4.265,7.432,3.959,4.006
2019-06-02 06:30:00,5.134,5.146,3.46,5.069,2.22,0.817
2019-06-02 06:40:00,4.694,5.303,4.195,1.992,1.338,1.309
2019-06-02 06:50:00,3.927,8.1,4.264,1.581,0.985,3.014
2019-06-02 07:00:00,3.395,7.652,4.086,1.698,1.054,5.499
2019-06-02 07:10:00,9.24,4.407,5.185,1.261,1.185,5.035
2019-06-02 07:20:00,11.08,3.778,4.683,2.058,1.2,6.016
2019-06-02 07:30:00,10.69,2.962,5.243,2.799,1.524,4.759
2019-06-02 07:40:00,7.221,4.997,5.377,1.681,2.846,3.636
2019-06-02 07:50:00,7.655,5.7,5.754,1.339,2.173,0.276
2019-06-02 08:00:00,7.626,7.91,5.193,2.124,0.891,2.407
2019-06-02 08:10:00,10.82,6.282,4.568,2.162,1.056,3.502
2019-06-02 08:20:00,11.63,6.13,4.321,1.252,1.427,5.303
2019-06-02 08:30:00,11.31,4.4,4.273,1.619,1.465,4.893
2019-06-02 08:40:00,12.49,5.282,4.764,2.135,1.194,5.751
2019-06-02 08:50:00,12.14,3.773,5.114,3.04,0.789,7.044
2019-06-02 09:00:00,13.09,0.744,6.05,2.481,1.733,6.559
2019-06-02 09:10:00,12.54,0.115,5.887,3.197,2.243,5.076
2019-06-02 09:20:00,11.84,5.971,5.046,1.635,2.688,4.208
2019-06-02 09:30:00,11.98,5.848,5.793,1.446,2.443,3.608
2019-06-02 09:40:00,10.02,4.068,6.252,2.209,1.519,2.737
2019-06-02 09:50:00,10.41,4.257,4.467,2.693,1.077,3.024
2019-06-02 10:00:00,11.17,6.734,5.86,3.229,1.192,2.796
2019-06-02 10:10:00,11.33,5.791,5.776,3.116,1.167,1.807
2019-06-02 10:20:00,11.56,4.521,5.996,5.392,1.413,0.671
2019-06-02 10:30:00,10.99,5.719,5.865,7.171,1.664,1.158
2019-06-02 10:40:00,11.68,5.031,5.873,6.229,0.453,0.676
2019-06-02 10:50:00,11.2,5.917,6.763,5.309,2.053,2.686
2019-06-02 11:00:00,9.98,5.043,5.679,6.117,1.955,3.875
2019-06-02 11:10:00,9.39,3.523,6.516,7.117,1.876,4.427
2019-06-02 11:20:00,10.57,1.748,5.862,7.576,1.431,4.174
2019-06-02 11:30:00,10.96,4.432,5.649,6.271,0.299,2.565
2019-06-02 11:40:00,10.67,5.285,5.91,6.81,2.188,1.823
2019-06-02 11:50:00,11.17,7.515,5.815,6.418,0.427,0.86
2019-06-02 12:00:00,6.281,7.858,5.522,6.653,0.927,2.584
2019-06-02 12:10:00,3.19,7.721,5.017,5.51,0.597,2.896
2019-06-02 12:20:00,2.885,5.952,4.397,6.66,1.079,2.727
2019-06-02 12:30:00,3.526,5.846,4.752,5.924,1.307,1.147
2019-06-02 12:40:00,8.45,5.929,5.423,7.152,0.797,0.867
2019-06-02 12:50:00,9.26,7.203,5.358,6.119,1.407,0.019
2019-06-02 13:00:00,9.53,6.798,5.103,5.92,1.693,0.574
2019-06-02 13:10:00,10.02,4.423,4.93,6.368,1.463,2.059
2019-06-02 13:20:00,7.585,2.98,4.835,6.336,1.976,1.927
2019-06-02 13:30:00,7.487,3.308,4.052,5.618,1.725,2.727
2019-06-02 13:40:00,8.58,3.388,4.102,3.337,0.957,4.198
2019-06-02 13:50:00,7.262,3.693,4.521,2.482,0.91,3.744
2019-06-02 14:00:00,7.317,6.655,4.549,1.564,0.737,3.356
2019-06-02 14:10:00,2.945,6.96,4.829,3.045,0.325,2.813
2019-06-02 14:20:00,2.729,7.931,5.004,1.375,0.584,1.942
2019-06-02 14:30:00,2.174,8.89,4.471,1.189,0.316,1.565
2019-06-02 14:40:00,1.291,7.109,3.962,1.739,0.519,1.206
2019-06-02 14:50:00,1.805,6.752,4.186,1.589,0.925,1.941
2019-06-02 15:00:00,1.614,7.388,3.29,0.371,0.871,2.531
2019-06-02 15:10:00,2.873,7.973,3.107,1.069,0.543,3.223
2019-06-02 15:20:00,1.698,7.014,3.367,1.372,0.15,2.608
2019-06-02 15:30:00,2.876,6.986,3.654,1.586,1.267,2.545
2019-06-02 15:40:00,2.811,6.124,4.494,0.916,0.44,2.063
2019-06-02 15:50:00,2.899,4.975,3.316,0.755,0.117,4.406
2019-06-02 16:00:00,4.265,4.898,4.2,0.75,0.516,5.753
2019-06-02 16:10:00,4.982,4.2,3.531,2.468,0.786,5.609
2019-06-02 16:20:00,5.174,5.648,2.02,1.462,2.303,5.77
2019-06-02 16:30:00,6.582,6.683,2.036,3.878,1.351,6.317
2019-06-02 16:40:00,6.665,5.098,1.97,1.921,0.771,5.513
2019-06-02 16:50:00,7.13,5.515,3.591,1.916,1.091,6.326
2019-06-02 17:00:00,5.263,6.555,1.565,1.413,2.399,6.598
2019-06-02 17:10:00,4.834,6.757,3.06,1.026,3.293,5.015
2019-06-02 17:20:00,3.815,5.723,3.678,1.171,2.318,5.245
2019-06-02 17:30:00,1.719,4.958,2.538,1.407,2.747,3.749
2019-06-02 17:40:00,1.882,4.324,1.591,0.806,3.203,4.053
2019-06-02 17:50:00,4.228,4.184,1.6,1.478,2.799,4.006
2019-06-02 18:00:00,3.939,3.382,2.635,2.363,1.072,3.773
2019-06-02 18:10:00,7.179,4.387,3.75,4.129,1.203,1.643
2019-06-02 18:20:00,9.47,6.951,3.943,3.29,4.827,3.259
2019-06-02 18:30:00,10.49,6.728,3.313,2.109,5.381,5.03
2019-06-02 18:40:00,12.27,2.901,3.858,3.607,6.487,3.836
2019-06-02 18:50:00,12.92,3.418,2.71,4.534,6.289,4.127
2019-06-02 19:00:00,14.47,6.771,4.42,4.203,5.183,5.079
2019-06-02 19:10:00,16.52,5.136,2.662,3.764,9.17,4.712
2019-06-02 19:20:00,17.36,6.578,2.406,3.213,13.59,6.332
2019-06-02 19:30:00,18.55,11.15,1.546,5.502,13.87,14.36
2019-06-02 19:40:00,18.59,16.56,3.384,5.657,11.6,11.86
2019-06-02 19:50:00,18.74,16.0,4.167,3.605,8.33,10.52
2019-06-02 20:00:00,17.92,15.65,5.722,6.201,5.747,7.971
2019-06-02 20:10:00,16.8,14.22,7.386,5.945,6.442,7.34
2019-06-02 20:20:00,11.42,10.46,8.31,3.102,6.383,5.668
2019-06-02 20:30:00,11.7,9.58,7.188,3.874,11.37,4.178
2019-06-02 20:40:00,13.24,6.751,5.372,4.69,6.181,7.515
2019-06-02 20:50:00,8.85,12.62,6.855,5.835,4.206,7.277
2019-06-02 21:00:00,9.84,14.56,7.0,6.969,7.33,6.968
2019-06-02 21:10:00,8.43,12.25,5.316,5.699,7.496,9.79
2019-06-02 21:20:00,5.028,15.55,6.716,3.723,6.911,9.23
2019-06-02 21:30:00,4.952,9.97,5.334,1.621,4.601,13.12
2019-06-02 21:40:00,7.089,8.3,3.72,2.281,8.77,11.13
2019-06-02 21:50:00,7.786,13.05,4.199,4.451,6.266,8.29
2019-06-02 22:00:00,7.188,11.12,5.479,2.164,4.344,8.84
2019-06-02 22:10:00,7.01,11.15,3.056,1.629,5.641,8.62
2019-06-02 22:20:00,4.096,12.18,4.91,2.221,8.62,6.853
2019-06-02 22:30:00,3.085,9.88,5.38,4.449,6.851,7.64
2019-06-02 22:40:00,18.99,6.461,4.562,5.364,8.14,10.12
2019-06-02 22:50:00,7.024,3.651,4.872,2.779,3.985,12.58
2019-06-02 23:00:00,2.849,11.26,3.726,2.13,2.754,13.52
2019-06-02 23:10:00,4.907,14.98,3.153,3.01,2.354,12.07
2019-06-02 23:20:00,7.713,14.51,3.959,1.827,4.739,6.599
2019-06-02 23:30:00,6.083,12.97,4.309,1.303,3.835,8.24
2019-06-02 23:40:00,4.013,11.9,3.579,3.35,2.677,8.79
2019-06-02 23:50:00,1.23,7.61,1.979,3.245,2.037,5.206
2019-06-03 00:00:00,2.001,3.251,2.733,1.443,3.738,3.585
2019-06-03 00:10:00,2.178,3.486,3.093,1.303,3.552,5.102
2019-06-03 00:20:00,2.19,4.28,3.685,1.388,2.902,3.791
2019-06-03 00:30:00,3.117,5.732,3.569,2.273,3.381,2.601
2019-06-03 00:40:00,2.956,3.261,3.619,2.041,4.464,2.777
2019-06-03 00:50:00,3.07,3.052,4.342,1.632,3.131,3.943
2019-06-03 01:00:00,3.435,2.079,3.97,1.76,3.514,2.653
2019-06-03 01:10:00,1.707,3.251,3.016,2.23,4.611,3.519
2019-06-03 01:20:00,3.962,4.866,4.158,2.436,3.437,1.878
2019-06-03 01:30:00,4.861,6.304,2.87,2.992,4.093,1.511
2019-06-03 01:40:00,4.364,5.828,1.829,2.16,3.693,1.422
2019-06-03 01:50:00,5.037,8.61,2.141,1.649,3.972,1.372
2019-06-03 02:00:00,8.39,9.75,0.983,2.668,5.106,2.54
2019-06-03 02:10:00,8.32,9.85,0.379,2.957,5.922,3.388
2019-06-03 02:20:00,6.173,14.2,0.536,2.514,5.839,6.311
2019-06-03 02:30:00,7.41,11.69,2.324,3.566,4.776,4.101
2019-06-03 02:40:00,6.645,9.37,3.25,3.35,2.823,2.873
2019-06-03 02:50:00,6.966,6.167,2.39,3.563,4.402,2.058
2019-06-03 03:00:00,6.572,4.0,3.794,2.979,3.826,0.753
2019-06-03 03:10:00,7.822,3.526,1.983,3.046,4.397,4.77
2019-06-03 03:20:00,9.3,5.577,4.238,4.14,3.197,8.15
2019-06-03 03:30:00,11.0,4.348,4.373,2.812,2.125,4.942
2019-06-03 03:40:00,7.854,2.195,3.786,1.739,1.289,5.8
2019-06-03 03:50:00,7.422,4.778,2.065,1.208,1.936,7.432
2019-06-03 04:00:00,8.67,9.12,1.904,0.404,2.026,7.714
2019-06-03 04:10:00,11.27,5.429,2.504,0.4,2.182,7.835
2019-06-03 04:20:00,9.35,5.01,2.706,1.151,1.329,7.799
2019-06-03 04:30:00,8.57,5.019,2.994,1.29,1.998,5.85
2019-06-03 04:40:00,8.98,1.889,3.386,1.711,3.061,6.17
2019-06-03 04:50:00,11.03,2.759,3.293,1.953,3.989,5.041
2019-06-03 05:00:00,10.57,5.096,3.681,3.38,1.977,7.432
2019-06-03 05:10:00,10.46,4.494,4.406,5.232,1.605,5.465
2019-06-03 05:20:00,10.65,8.35,4.386,3.634,1.097,6.355
2019-06-03 05:30:00,11.72,7.895,5.07,6.894,2.358,4.615
2019-06-03 05:40:00,13.48,7.99,4.676,5.668,3.019,2.912
2019-06-03 05:50:00,13.17,7.074,4.797,4.833,3.43,3.611
2019-06-03 06:00:00,11.7,6.177,4.424,5.175,1.693,3.771
2019-06-03 06:10:00,12.08,6.645,4.31,4.826,1.822,6.985
2019-06-03 06:20:00,10.89,2.927,4.975,3.884,2.264,7.01
2019-06-03 06:30:00,11.83,2.453,4.591,1.376,2.844,6.042
2019-06-03 06:40:00,11.98,2.7,4.991,2.263,2.098,6.876
2019-06-03 06:50:00,10.96,5.656,5.933,2.077,3.706,6.994
2019-06-03 07:00:00,10.66,6.816,5.993,4.454,3.837,5.467
2019-06-03 07:10:00,12.56,6.802,5.929,5.376,3.71,5.251
2019-06-03 07:20:00,12.33,3.889,5.38,5.152,3.0,2.938
2019-06-03 07:30:00,10.77,8.2,5.012,4.742,1.394,0.757
2019-06-03 07:40:00,10.57,8.5,4.38,3.055,0.901,1.452
2019-06-03 07:50:00,11.15,9.23,4.13,2.488,2.812,3.308
2019-06-03 08:00:00,10.95,9.47,4.045,3.978,3.118,3.805
2019-06-03 08:10:00,9.24,8.1,4.318,1.483,1.155,2.77
2019-06-03 08:20:00,10.28,8.22,4.064,3.162,1.224,4.006
2019-06-03 08:30:00,10.36,7.611,3.133,2.784,3.209,4.085
2019-06-03 08:40:00,10.44,6.67,3.626,1.848,1.875,4.168
2019-06-03 08:50:00,9.71,4.606,3.3,1.78,1.148,3.546
2019-06-03 09:00:00,10.62,4.93,4.317,2.393,0.488,2.465
2019-06-03 09:10:00,11.3,5.5,4.23,4.057,3.153,1.994
2019-06-03 09:20:00,11.06,7.611,3.789,5.258,3.815,0.444
2019-06-03 09:30:00,9.09,7.221,4.422,4.489,1.902,0.586
2019-06-03 09:40:00,10.23,7.784,3.67,3.562,2.23,3.259
2019-06-03 09:50:00,9.98,6.229,3.835,3.558,0.644,3.781
2019-06-03 10:00:00,8.52,6.302,3.728,2.085,0.167,3.177
2019-06-03 10:10:00,8.75,5.918,3.868,2.406,0.446,1.033
2019-06-03 10:20:00,10.14,7.163,4.207,2.037,0.632,1.54
2019-06-03 10:30:00,8.67,7.522,4.615,1.707,1.313,1.124
2019-06-03 10:40:00,8.87,7.019,4.495,1.436,1.399,0.913
2019-06-03 10:50:00,8.29,5.24,4.281,2.45,1.106,0.0
2019-06-03 11:00:00,8.58,6.305,3.84,2.057,2.693,0.0
2019-06-03 11:10:00,10.62,7.668,3.704,1.547,1.98,0.18
2019-06-03 11:20:00,8.6,8.66,4.048,2.08,1.255,0.078
2019-06-03 11:30:00,8.03,8.76,3.358,2.084,1.48,0.446
2019-06-03 11:40:00,7.882,10.32,2.653,2.143,0.764,0.163
2019-06-03 11:50:00,8.91,10.1,1.921,2.417,1.745,0.917
2019-06-03 12:00:00,6.833,6.706,2.515,2.797,2.613,0.406
2019-06-03 12:10:00,8.91,5.784,2.209,1.494,2.477,0.961
2019-06-03 12:20:00,6.945,6.605,1.837,2.054,0.605,0.448
2019-06-03 12:30:00,5.336,6.962,1.801,1.597,1.687,0.001
2019-06-03 12:40:00,7.205,7.939,2.822,1.972,0.597,0.941
2019-06-03 12:50:00,6.313,7.991,2.538,2.501,0.628,0.798
2019-06-03 13:00:00,2.531,7.638,3.354,1.813,2.68,0.0
2019-06-03 13:10:00,1.842,7.245,3.293,1.222,2.196,0.474
2019-06-03 13:20:00,1.373,6.658,2.427,2.013,0.754,0.747
2019-06-03 13:30:00,1.125,7.215,2.055,2.579,1.269,0.852
2019-06-03 13:40:00,0.153,8.34,1.844,2.301,4.049,1.031
2019-06-03 13:50:00,0.447,9.3,1.146,1.967,3.507,1.658
2019-06-03 14:00:00,1.706,9.17,0.855,1.908,3.523,0.652
2019-06-03 14:10:00,1.13,8.19,0.64,1.076,3.173,1.381
2019-06-03 14:20:00,1.573,6.288,1.101,0.636,1.947,1.693
2019-06-03 14:30:00,2.391,5.959,1.494,0.437,1.731,1.663
