date,E_Sagebrush,E_Saltdesert,W_Subalpine,W_Montana,W_Pinyon,W_Sagebrush
2019-06-08 18:40:00,5.962,10.75,4.014,2.321,4.891,7.699
2019-06-08 18:50:00,5.649,12.46,3.521,2.757,4.585,8.84
2019-06-08 19:00:00,6.999,2.706,4.027,2.063,4.143,7.673
2019-06-08 19:10:00,5.075,9.46,4.412,2.556,3.787,5.431
2019-06-08 19:20:00,7.628,8.48,4.134,3.31,4.398,8.65
2019-06-08 19:30:00,7.528,8.82,5.141,2.926,5.162,7.813
2019-06-08 19:40:00,8.73,9.68,6.219,3.1,4.145,6.207
2019-06-08 19:50:00,7.288,8.51,4.824,2.801,5.937,8.26
2019-06-08 20:00:00,9.76,10.82,5.419,2.413,5.085,7.951
2019-06-08 20:10:00,8.19,9.36,5.18,2.751,4.517,7.785
2019-06-08 20:20:00,8.07,6.694,4.805,2.545,5.412,8.25
2019-06-08 20:30:00,9.51,6.934,5.548,3.564,5.659,7.826
2019-06-08 20:40:00,6.336,7.173,6.522,3.069,5.998,8.63
2019-06-08 20:50:00,6.099,5.311,5.83,3.934,4.562,5.653
2019-06-08 21:00:00,7.919,13.23,5.287,3.139,5.856,4.193
2019-06-08 21:10:00,8.49,9.42,4.808,2.966,6.116,9.09
2019-06-08 21:20:00,6.732,9.56,5.229,3.028,5.461,4.223
2019-06-08 21:30:00,9.52,8.8,4.263,3.572,4.23,6.189
2019-06-08 21:40:00,8.74,8.51,5.019,2.711,5.632,8.2
2019-06-08 21:50:00,7.819,10.97,3.485,4.527,4.967,7.046
2019-06-08 22:00:00,6.051,10.15,4.903,3.108,6.099,5.041
2019-06-08 22:10:00,5.988,11.41,5.386,3.026,5.483,6.676
2019-06-08 22:20:00,10.09,10.48,5.288,2.694,5.679,6.758
2019-06-08 22:30:00,8.68,10.89,5.184,3.556,5.786,8.23
2019-06-08 22:40:00,9.76,12.35,5.454,3.62,5.555,6.819
2019-06-08 22:50:00,10.13,8.94,5.013,2.218,4.823,5.898
2019-06-08 23:00:00,8.22,13.43,4.734,3.896,6.396,2.844
2019-06-08 23:10:00,7.698,7.294,3.721,3.571,5.335,2.385
2019-06-08 23:20:00,8.15,9.49,6.076,3.76,5.147,6.164
2019-06-08 23:30:00,9.3,13.85,5.047,4.101,4.864,6.65
2019-06-08 23:40:00,8.95,10.15,4.776,4.276,4.911,6.335
2019-06-08 23:50:00,8.87,13.15,6.568,3.185,4.778,4.737
2019-06-09 00:00:00,7.011,12.82,5.512,3.277,5.834,7.319
2019-06-09 00:10:00,9.99,14.15,5.26,4.485,4.437,9.4
2019-06-09 00:20:00,6.471,12.66,6.126,4.194,3.694,5.151
2019-06-09 00:30:00,6.083,13.6,5.361,2.563,4.7,8.65
2019-06-09 00:40:00,8.87,12.7,5.638,2.712,6.187,3.627
2019-06-09 00:50:00,5.744,11.76,4.428,2.739,4.842,7.634
2019-06-09 01:00:00,6.677,14.02,5.518,2.723,4.074,9.81
2019-06-09 01:10:00,8.24,15.48,5.342,2.661,4.558,7.907
2019-06-09 01:20:00,9.7,15.94,4.614,3.159,4.266,6.827
2019-06-09 01:30:00,11.16,15.86,3.328,1.868,5.336,10.7
2019-06-09 01:40:00,11.96,16.34,4.662,2.552,4.298,9.42
2019-06-09 01:50:00,10.99,16.88,4.226,2.743,4.769,8.52
2019-06-09 02:00:00,11.31,16.01,4.008,2.041,4.431,8.63
2019-06-09 02:10:00,11.13,16.8,3.981,2.827,4.727,9.43
2019-06-09 02:20:00,12.03,16.11,3.435,1.468,3.925,9.68
2019-06-09 02:30:00,11.24,16.53,3.436,1.58,3.317,8.24
2019-06-09 02:40:00,12.44,15.17,2.785,1.752,3.912,8.44
2019-06-09 02:50:00,10.4,15.08,2.14,3.128,4.79,8.51
2019-06-09 03:00:00,14.11,16.03,4.507,2.35,4.199,9.41
2019-06-09 03:10:00,9.05,12.72,3.437,2.384,1.857,8.51
2019-06-09 03:20:00,5.527,15.65,3.5,2.008,3.8,10.06
2019-06-09 03:30:00,3.671,15.72,3.689,3.249,1.211,9.29
2019-06-09 03:40:00,4.535,14.53,2.704,3.674,1.95,9.13
2019-06-09 03:50:00,9.38,15.08,3.428,3.216,2.071,9.32
2019-06-09 04:00:00,9.9,13.03,2.607,3.112,1.913,7.546
2019-06-09 04:10:00,5.487,15.65,5.579,2.366,2.017,7.682
2019-06-09 04:20:00,5.628,15.33,4.419,2.882,1.838,6.659
2019-06-09 04:30:00,7.502,15.71,2.959,3.939,1.042,8.9
2019-06-09 04:40:00,6.684,15.55,5.377,2.876,3.941,9.45
2019-06-09 04:50:00,3.167,14.61,5.835,2.003,4.076,10.31
2019-06-09 05:00:00,4.362,13.11,7.135,2.082,2.546,8.81
2019-06-09 05:10:00,2.891,11.62,7.624,2.09,3.881,7.242
2019-06-09 05:20:00,5.257,11.38,8.07,1.464,4.333,9.2
2019-06-09 05:30:00,3.689,11.87,7.973,2.2,5.707,10.11
2019-06-09 05:40:00,8.21,9.55,8.3,2.612,7.618,9.0
2019-06-09 05:50:00,5.238,7.189,8.53,3.688,5.481,10.8
2019-06-09 06:00:00,4.691,4.137,8.25,5.761,2.888,8.29
2019-06-09 06:10:00,5.388,4.924,8.61,7.208,4.616,10.72
2019-06-09 06:20:00,6.321,1.201,8.8,7.43,1.301,11.53
2019-06-09 06:30:00,6.68,5.956,9.32,4.99,4.142,8.62
2019-06-09 06:40:00,4.182,12.2,9.36,5.388,5.723,6.1
2019-06-09 06:50:00,4.751,12.27,10.26,6.456,4.089,5.94
2019-06-09 07:00:00,3.639,12.5,9.66,6.198,4.109,9.21
2019-06-09 07:10:00,6.405,10.93,9.31,3.979,3.53,7.277
2019-06-09 07:20:00,5.131,10.19,8.78,6.195,2.365,3.765
2019-06-09 07:30:00,6.186,10.21,8.93,5.46,0.53,5.653
2019-06-09 07:40:00,5.554,7.998,9.79,6.642,3.081,4.348
2019-06-09 07:50:00,6.531,4.245,9.19,6.737,3.907,1.979
2019-06-09 08:00:00,7.22,4.72,9.47,5.574,3.41,5.161
2019-06-09 08:10:00,7.413,1.512,10.16,5.817,3.159,6.93
2019-06-09 08:20:00,7.19,0.679,10.05,2.882,3.277,5.315
2019-06-09 08:30:00,9.53,0.457,9.57,1.746,3.602,3.974
2019-06-09 08:40:00,8.78,1.488,9.6,1.63,3.098,2.104
2019-06-09 08:50:00,9.57,0.392,9.72,1.38,1.337,3.297
2019-06-09 09:00:00,8.32,0.254,10.16,2.999,1.342,5.647
2019-06-09 09:10:00,6.989,0.029,10.95,6.369,3.172,5.547
2019-06-09 09:20:00,7.326,0.118,11.25,9.19,2.58,8.03
2019-06-09 09:30:00,8.78,0.772,11.88,9.95,1.603,9.79
2019-06-09 09:40:00,8.0,0.0,12.84,9.76,2.336,8.01
2019-06-09 09:50:00,8.13,0.076,11.76,6.822,1.464,5.564
2019-06-09 10:00:00,6.919,1.125,12.4,5.46,0.968,5.498
2019-06-09 10:10:00,8.48,0.045,11.89,4.239,1.07,4.474
2019-06-09 10:20:00,8.79,0.414,12.25,4.272,1.766,2.391
2019-06-09 10:30:00,9.16,3.563,12.77,2.919,1.67,1.17
2019-06-09 10:40:00,10.79,5.609,12.7,2.969,3.1,3.117
2019-06-09 10:50:00,8.05,5.199,11.73,3.617,2.75,4.594
2019-06-09 11:00:00,6.781,6.141,11.97,3.851,1.269,5.25
2019-06-09 11:10:00,4.683,5.213,12.09,4.578,0.161,0.624
2019-06-09 11:20:00,6.922,4.944,12.22,3.829,0.703,0.129
2019-06-09 11:30:00,7.561,6.151,11.34,4.713,1.879,0.56
2019-06-09 11:40:00,6.349,6.364,12.42,5.62,3.116,2.57
2019-06-09 11:50:00,7.62,7.263,12.61,6.066,1.801,5.758
2019-06-09 12:00:00,9.95,7.287,12.79,9.91,0.0,6.618
2019-06-09 12:10:00,11.23,7.654,12.94,7.794,1.334,5.009
2019-06-09 12:20:00,11.96,6.835,13.39,5.366,2.422,3.956
2019-06-09 12:30:00,9.61,7.032,12.64,7.327,2.127,3.534
2019-06-09 12:40:00,10.36,7.482,12.15,4.883,2.931,2.443
2019-06-09 12:50:00,8.8,7.391,11.97,5.422,3.687,3.66
2019-06-09 13:00:00,7.087,7.874,12.84,3.833,3.876,3.116
2019-06-09 13:10:00,4.808,6.5,12.44,3.782,1.674,2.563
2019-06-09 13:20:00,2.511,7.367,13.1,2.32,0.657,4.482
2019-06-09 13:30:00,3.148,7.69,12.49,6.688,0.672,6.015
2019-06-09 13:40:00,7.184,10.37,11.55,6.033,1.447,5.186
2019-06-09 13:50:00,5.471,10.84,12.29,5.874,2.058,4.567
2019-06-09 14:00:00,6.119,11.95,11.16,9.93,1.228,3.333
2019-06-09 14:10:00,7.803,13.46,10.71,5.576,3.248,1.584
2019-06-09 14:20:00,6.319,12.19,10.39,2.342,1.297,0.69
2019-06-09 14:30:00,7.357,13.34,10.08,2.079,1.306,1.453
2019-06-09 14:40:00,9.05,14.18,10.1,5.228,1.532,2.344
2019-06-09 14:50:00,8.17,13.5,10.75,5.723,1.783,2.01
2019-06-09 15:00:00,7.697,12.1,10.21,3.415,1.794,2.864
2019-06-09 15:10:00,7.129,12.12,11.11,2.898,1.466,3.904
2019-06-09 15:20:00,7.19,11.27,10.14,6.297,2.22,4.304
2019-06-09 15:30:00,7.821,10.4,9.25,3.991,1.829,3.573
2019-06-09 15:40:00,7.188,9.34,9.55,4.388,1.944,5.112
2019-06-09 15:50:00,8.59,8.91,10.24,2.915,1.731,5.969
2019-06-09 16:00:00,8.5,9.87,10.3,2.288,2.596,6.214
2019-06-09 16:10:00,7.906,9.91,9.37,3.038,2.477,5.31
2019-06-09 16:20:00,9.56,8.94,9.45,2.154,2.976,5.464
2019-06-09 16:30:00,8.43,8.93,10.65,2.754,3.378,4.437
2019-06-09 16:40:00,7.168,5.47,10.96,2.01,3.509,4.815
2019-06-09 16:50:00,4.037,10.1,11.3,2.988,3.262,5.846
2019-06-09 17:00:00,2.63,9.79,9.41,2.165,4.379,4.544
2019-06-09 17:10:00,4.796,6.451,10.43,2.618,3.894,6.771
2019-06-09 17:20:00,3.092,9.32,9.84,2.534,3.616,5.954
2019-06-09 17:30:00,7.064,9.51,10.71,3.253,4.835,5.477
2019-06-09 17:40:00,4.031,3.749,8.53,2.558,5.217,4.071
2019-06-09 17:50:00,3.104,5.876,8.84,1.814,4.977,4.303
2019-06-09 18:00:00,2.865,11.21,11.07,2.032,5.376,4.809
2019-06-09 18:10:00,4.317,8.18,10.65,1.99,5.105,4.106
2019-06-09 18:20:00,2.92,6.605,10.31,2.249,3.915,5.505
2019-06-09 18:30:00,4.22,9.17,9.29,1.818,4.593,5.376
2019-06-09 18:40:00,7.449,9.85,9.52,2.234,4.994,2.891
2019-06-09 18:50:00,6.331,6.782,8.83,3.335,6.842,4.866
2019-06-09 19:00:00,7.884,6.004,8.04,2.227,5.508,4.706
2019-06-09 19:10:00,5.269,7.903,8.67,2.713,4.556,5.086
2019-06-09 19:20:00,5.617,7.741,8.62,3.398,5.741,3.772
2019-06-09 19:30:00,5.84,8.27,8.02,2.975,3.243,3.531
2019-06-09 19:40:00,6.141,4.548,8.12,3.325,4.82,2.705
2019-06-09 19:50:00,6.586,6.051,7.319,2.862,5.05,3.421
2019-06-09 20:00:00,5.419,6.328,5.806,2.604,7.978,2.948
2019-06-09 20:10:00,6.43,5.714,6.798,3.385,5.513,5.036
2019-06-09 20:20:00,5.703,8.99,7.027,2.952,5.269,3.71
2019-06-09 20:30:00,5.349,7.401,6.127,2.35,5.961,3.649
2019-06-09 20:40:00,5.504,5.81,6.591,3.443,5.005,2.257
2019-06-09 20:50:00,4.529,3.449,6.192,1.599,4.301,4.46
2019-06-09 21:00:00,5.905,4.999,7.091,2.544,6.21,5.498
2019-06-09 21:10:00,6.04,4.988,6.142,2.496,4.094,5.017
2019-06-09 21:20:00,6.187,4.918,6.438,3.503,4.821,4.449
2019-06-09 21:30:00,5.231,6.178,6.207,3.33,6.127,4.516
2019-06-09 21:40:00,3.0,6.039,6.593,2.369,3.309,3.443
2019-06-09 21:50:00,5.241,9.36,6.484,2.801,6.97,2.215
2019-06-09 22:00:00,4.365,8.59,6.214,2.933,3.765,3.698
2019-06-09 22:10:00,4.681,9.22,5.311,2.927,3.761,4.417
2019-06-09 22:20:00,6.513,5.302,5.307,2.306,3.941,3.797
2019-06-09 22:30:00,6.993,5.554,5.975,3.717,4.131,4.445
2019-06-09 22:40:00,6.617,4.711,5.686,2.936,4.351,4.063
2019-06-09 22:50:00,5.222,6.643,5.336,3.049,2.675,5.777
2019-06-09 23:00:00,6.754,8.56,3.873,3.34,3.785,4.305
2019-06-09 23:10:00,4.81,5.091,4.89,2.118,3.446,3.922
2019-06-09 23:20:00,4.536,6.287,5.277,2.837,4.156,4.835
2019-06-09 23:30:00,5.673,8.29,4.766,2.583,4.876,5.143
2019-06-09 23:40:00,4.632,7.002,4.268,2.342,3.039,4.212
2019-06-09 23:50:00,6.735,9.46,3.979,2.528,4.302,6.397
2019-06-10 00:00:00,4.347,7.689,3.994,1.92,4.902,6.171
2019-06-10 00:10:00,6.219,7.431,3.39,1.658,2.638,4.524
2019-06-10 00:20:00,4.223,6.544,1.782,2.409,4.603,4.596
2019-06-10 00:30:00,3.594,8.34,2.453,2.946,3.551,3.597
2019-06-10 00:40:00,5.94,8.81,3.843,1.927,3.929,2.688
2019-06-10 00:50:00,4.463,6.088,3.411,1.488,4.259,3.761
2019-06-10 01:00:00,7.062,8.65,2.491,1.345,4.482,4.039
2019-06-10 01:10:00,4.757,9.01,2.214,2.35,2.621,3.124
2019-06-10 01:20:00,3.355,9.16,1.673,2.337,3.809,3.352
2019-06-10 01:30:00,5.873,11.13,2.957,2.894,4.319,3.154
2019-06-10 01:40:00,3.41,8.71,3.593,1.914,2.721,1.129
2019-06-10 01:50:00,4.927,9.13,5.664,1.751,2.436,0.681
2019-06-10 02:00:00,4.963,9.5,4.793,1.74,2.836,0.22
2019-06-10 02:10:00,4.184,10.93,3.853,1.955,2.753,3.425
2019-06-10 02:20:00,2.868,11.52,3.79,1.928,2.173,4.567
2019-06-10 02:30:00,1.958,9.64,5.006,2.493,3.332,5.562
2019-06-10 02:40:00,2.519,7.858,4.211,1.448,3.718,4.795
2019-06-10 02:50:00,9.01,9.18,4.528,0.52,4.003,4.464
2019-06-10 03:00:00,9.9,9.76,4.676,0.683,5.299,3.41
2019-06-10 03:10:00,9.64,11.63,4.332,1.397,3.085,3.527
2019-06-10 03:20:00,9.51,12.22,3.3,3.918,3.775,4.822
2019-06-10 03:30:00,10.46,12.58,3.861,2.681,3.681,2.051
2019-06-10 03:40:00,11.51,12.11,3.414,0.684,4.337,1.637
2019-06-10 03:50:00,10.55,12.97,3.537,4.3,5.25,0.829
2019-06-10 04:00:00,10.58,13.11,3.828,4.467,5.823,1.455
2019-06-10 04:10:00,10.79,13.75,3.77,2.91,5.476,7.062
2019-06-10 04:20:00,10.73,13.29,4.081,1.414,4.631,7.732
2019-06-10 04:30:00,11.14,12.63,4.723,1.172,5.101,7.757
2019-06-10 04:40:00,11.08,10.24,4.935,1.188,4.596,7.578
2019-06-10 04:50:00,12.4,6.431,4.451,1.556,4.115,7.298
2019-06-10 05:00:00,12.96,6.098,4.056,0.67,4.455,7.761
2019-06-10 05:10:00,12.57,7.791,3.713,0.956,4.842,8.65
2019-06-10 05:20:00,11.75,4.391,4.359,1.994,4.834,8.46
2019-06-10 05:30:00,13.18,2.957,4.149,1.811,3.404,9.44
2019-06-10 05:40:00,12.62,2.193,3.592,1.361,1.989,9.19
2019-06-10 05:50:00,12.12,2.19,3.584,1.12,1.734,10.0
2019-06-10 06:00:00,12.87,3.183,4.135,3.351,0.924,6.835
2019-06-10 06:10:00,12.85,5.926,4.283,3.439,1.359,4.223
2019-06-10 06:20:00,12.48,5.507,3.598,3.713,2.648,2.414
2019-06-10 06:30:00,12.84,5.788,3.647,2.967,3.594,0.951
2019-06-10 06:40:00,12.77,6.591,3.014,3.16,2.801,3.193
2019-06-10 06:50:00,12.84,6.438,2.361,3.866,4.479,3.699
2019-06-10 07:00:00,12.73,7.389,3.834,3.333,2.791,3.858
2019-06-10 07:10:00,12.47,8.18,3.999,4.293,3.524,1.931
2019-06-10 07:20:00,13.24,7.994,2.739,4.543,1.521,1.511
2019-06-10 07:30:00,12.64,8.22,2.374,3.09,1.483,0.767
2019-06-10 07:40:00,11.57,7.777,3.27,2.323,2.81,2.531
2019-06-10 07:50:00,11.24,8.36,2.545,2.678,0.343,4.56
2019-06-10 08:00:00,11.39,6.492,1.667,2.653,0.38,4.78
2019-06-10 08:10:00,10.91,4.311,1.694,2.109,3.058,4.111
2019-06-10 08:20:00,11.0,6.693,0.865,1.77,3.464,4.094
2019-06-10 08:30:00,12.17,7.267,1.113,1.826,1.062,3.598
2019-06-10 08:40:00,11.79,7.834,1.986,3.069,1.192,3.24
2019-06-10 08:50:00,11.49,8.49,2.688,3.14,0.877,2.077
2019-06-10 09:00:00,12.06,7.614,2.776,3.3,1.649,1.922
2019-06-10 09:10:00,10.88,8.28,1.894,2.237,0.144,3.076
2019-06-10 09:20:00,8.94,10.02,1.752,2.774,0.559,3.133
2019-06-10 09:30:00,7.301,9.73,2.146,1.796,0.0,2.32
2019-06-10 09:40:00,8.85,9.1,1.877,1.541,0.943,3.748
2019-06-10 09:50:00,9.54,10.02,1.946,0.873,0.179,3.302
2019-06-10 10:00:00,8.5,10.49,1.036,0.063,0.0,0.426
2019-06-10 10:10:00,7.736,9.88,1.451,0.681,0.082,1.829
2019-06-10 10:20:00,7.139,7.835,2.117,0.136,0.159,1.372
2019-06-10 10:30:00,8.12,10.24,1.166,0.442,0.452,0.251
2019-06-10 10:40:00,8.42,10.72,1.006,1.622,0.162,1.569
2019-06-10 10:50:00,9.82,10.3,1.557,1.425,0.509,3.551
2019-06-10 11:00:00,11.06,9.08,1.006,0.337,1.276,3.018
2019-06-10 11:10:00,12.27,8.73,1.631,1.981,1.683,4.347
2019-06-10 11:20:00,12.53,9.03,2.126,2.022,1.998,2.511
2019-06-10 11:30:00,11.63,8.45,2.295,1.914,1.511,0.237
2019-06-10 11:40:00,11.03,8.09,2.139,1.675,1.552,2.861
2019-06-10 11:50:00,11.13,8.73,2.448,2.119,0.534,2.749
2019-06-10 12:00:00,10.79,10.04,2.087,1.86,1.011,2.865
2019-06-10 12:10:00,10.85,10.42,2.08,1.751,1.018,2.411
2019-06-10 12:20:00,10.54,9.52,1.951,1.334,0.122,1.435
2019-06-10 12:30:00,10.78,3.916,2.688,0.129,0.0,0.041
2019-06-10 12:40:00,10.61,4.141,2.788,3.879,1.331,1.309
2019-06-10 12:50:00,10.0,2.122,3.464,3.749,1.072,2.176
2019-06-10 13:00:00,8.44,2.315,3.3,3.01,1.096,1.445
2019-06-10 13:10:00,7.932,3.986,3.091,2.711,1.632,1.344
2019-06-10 13:20:00,6.126,3.169,3.187,3.246,1.108,2.615
2019-06-10 13:30:00,3.77,3.609,3.351,2.084,0.284,2.16
2019-06-10 13:40:00,2.439,2.82,4.331,2.02,1.471,0.391
2019-06-10 13:50:00,2.184,2.827,4.921,1.522,1.672,0.048
2019-06-10 14:00:00,2.135,3.54,4.28,0.385,0.364,0.0
2019-06-10 14:10:00,2.54,3.146,4.012,0.394,0.447,1.025
2019-06-10 14:20:00,1.898,4.212,4.177,0.617,0.877,1.957
2019-06-10 14:30:00,4.593,3.901,3.823,0.189,0.269,1.44
2019-06-10 14:40:00,4.468,3.315,3.332,1.211,0.255,1.021
2019-06-10 14:50:00,4.14,3.591,3.918,2.032,0.132,1.712
2019-06-10 15:00:00,3.838,2.567,3.802,2.596,0.415,2.165
2019-06-10 15:10:00,3.899,1.091,3.736,2.421,0.909,2.675
2019-06-10 15:20:00,3.625,2.494,4.472,3.567,1.233,1.737
2019-06-10 15:30:00,3.872,2.566,4.076,2.942,2.649,1.381
2019-06-10 15:40:00,4.346,2.941,4.313,3.042,1.718,1.46
2019-06-10 15:50:00,6.125,4.274,3.948,2.485,3.051,1.333
2019-06-10 16:00:00,5.109,4.434,3.407,2.792,2.355,2.493
2019-06-10 16:10:00,5.539,3.834,3.347,2.196,2.047,1.841
2019-06-10 16:20:00,3.911,4.742,4.266,3.866,2.51,2.249
2019-06-10 16:30:00,5.23,3.367,4.654,3.896,2.379,2.131
2019-06-10 16:40:00,3.824,3.836,3.842,3.886,2.787,2.395
2019-06-10 16:50:00,3.804,5.608,4.059,2.825,2.332,2.178
2019-06-10 17:00:00,4.381,6.103,4.143,3.982,2.889,2.418
2019-06-10 17:10:00,2.907,4.616,3.64,4.152,2.537,2.705
2019-06-10 17:20:00,5.139,4.158,3.292,4.203,2.701,2.629
2019-06-10 17:30:00,4.672,4.53,4.02,2.659,2.613,3.051
2019-06-10 17:40:00,5.018,3.203,4.074,3.801,3.474,3.172
2019-06-10 17:50:00,3.744,3.08,4.526,2.09,3.005,1.701
2019-06-10 18:00:00,5.447,4.148,4.336,3.53,2.932,2.578
2019-06-10 18:10:00,5.086,3.08,4.339,5.571,3.571,2.53
2019-06-10 18:20:00,5.051,4.29,4.825,5.181,4.117,2.791
2019-06-10 18:30:00,5.237,3.791,4.317,3.864,2.977,2.189
2019-06-10 18:40:00,5.076,4.251,4.82,2.904,3.471,2.332
2019-06-10 18:50:00,4.552,6.407,4.435,3.171,3.778,3.227
2019-06-10 19:00:00,5.519,3.511,3.713,1.658,3.504,1.994
2019-06-10 19:10:00,6.268,5.2,3.332,2.276,1.859,2.521
2019-06-10 19:20:00,4.153,2.275,3.527,4.264,3.716,4.129
2019-06-10 19:30:00,5.372,5.203,4.708,2.346,4.532,3.652
2019-06-10 19:40:00,5.49,3.641,3.912,3.283,4.745,4.201
2019-06-10 19:50:00,5.062,2.051,4.2,2.9,5.981,5.39
2019-06-10 20:00:00,5.787,4.265,3.757,3.523,6.193,6.348
2019-06-10 20:10:00,5.399,4.617,4.412,3.274,4.93,4.753
2019-06-10 20:20:00,5.05,3.05,4.912,4.02,5.915,5.603
2019-06-10 20:30:00,2.52,6.206,4.509,4.803,5.145,3.768
2019-06-10 20:40:00,4.462,2.842,5.758,4.059,6.116,5.564
2019-06-10 20:50:00,3.973,3.763,5.968,4.217,5.517,5.514
2019-06-10 21:00:00,6.34,4.847,6.03,3.531,5.523,4.397
2019-06-10 21:10:00,5.486,2.231,5.187,4.16,5.603,5.104
2019-06-10 21:20:00,5.483,6.673,6.223,3.025,4.596,7.511
2019-06-10 21:30:00,6.229,4.02,7.29,3.998,5.873,5.301
2019-06-10 21:40:00,3.664,5.522,6.394,3.985,7.479,7.123
2019-06-10 21:50:00,5.613,3.444,6.635,5.101,6.768,5.175
2019-06-10 22:00:00,5.026,5.816,7.189,3.833,4.283,4.81
2019-06-10 22:10:00,6.79,4.654,6.545,3.935,5.383,5.675
2019-06-10 22:20:00,4.927,3.738,6.562,3.492,6.367,4.946
2019-06-10 22:30:00,5.426,3.332,6.649,4.03,4.48,6.854
2019-06-10 22:40:00,6.644,4.639,6.245,5.253,4.639,7.233
2019-06-10 22:50:00,5.933,3.556,5.63,4.205,5.189,6.222
2019-06-10 23:00:00,5.448,5.003,6.607,5.324,6.533,7.914
2019-06-10 23:10:00,5.843,7.407,5.029,4.38,4.159,6.687
2019-06-10 23:20:00,4.054,9.05,5.641,2.574,6.861,5.06
2019-06-10 23:30:00,6.866,8.96,4.587,4.561,5.229,7.236
2019-06-10 23:40:00,5.175,8.6,4.746,5.26,6.707,4.148
2019-06-10 23:50:00,4.29,11.06,5.049,5.233,6.601,5.621
2019-06-11 00:00:00,6.453,9.75,4.772,4.002,6.162,5.37
2019-06-11 00:10:00,6.784,7.153,5.773,3.888,4.708,7.95
2019-06-11 00:20:00,7.243,10.35,4.321,4.944,5.54,6.551
2019-06-11 00:30:00,6.295,9.15,4.36,4.945,5.537,7.152
2019-06-11 00:40:00,7.239,10.88,5.442,3.095,4.404,4.683
2019-06-11 00:50:00,6.405,11.65,5.477,3.578,4.424,4.975
2019-06-11 01:00:00,8.68,9.81,4.193,5.327,8.66,2.916
2019-06-11 01:10:00,7.333,8.63,4.894,3.514,5.625,5.918
2019-06-11 01:20:00,6.4,8.67,5.277,3.491,3.983,4.372
2019-06-11 01:30:00,4.153,10.35,5.453,3.246,7.786,5.459
2019-06-11 01:40:00,3.479,9.77,4.81,4.035,7.386,6.605
2019-06-11 01:50:00,5.1,10.3,4.462,3.615,6.979,7.234
2019-06-11 02:00:00,5.436,8.68,5.505,3.822,7.724,7.958
2019-06-11 02:10:00,5.75,9.33,3.814,2.706,6.209,7.049
2019-06-11 02:20:00,3.55,8.62,3.565,3.097,7.361,7.043
2019-06-11 02:30:00,3.196,7.861,3.792,4.335,8.14,7.544
2019-06-11 02:40:00,8.05,8.17,3.879,4.141,7.885,8.98
2019-06-11 02:50:00,9.56,11.68,4.22,4.858,4.956,9.08
2019-06-11 03:00:00,11.06,12.57,4.198,4.999,2.446,10.12
2019-06-11 03:10:00,11.66,13.07,2.984,4.883,3.619,10.65
2019-06-11 03:20:00,11.89,16.33,2.563,4.514,4.331,11.0
2019-06-11 03:30:00,10.26,14.58,2.263,7.24,4.67,11.43
2019-06-11 03:40:00,12.26,15.24,1.818,6.71,4.146,9.77
2019-06-11 03:50:00,12.89,13.57,1.804,7.149,4.945,9.68
2019-06-11 04:00:00,11.14,7.65,1.307,7.069,4.725,8.93
2019-06-11 04:10:00,11.55,8.63,1.265,7.053,5.742,3.358
2019-06-11 04:20:00,10.95,3.235,1.324,7.189,5.046,2.541
2019-06-11 04:30:00,10.86,2.712,1.421,6.833,6.38,2.974
2019-06-11 04:40:00,12.11,6.235,1.358,6.35,6.359,2.433
2019-06-11 04:50:00,12.89,5.768,1.3,5.164,5.846,3.662
2019-06-11 05:00:00,13.1,2.998,1.843,4.917,5.444,3.989
2019-06-11 05:10:00,13.9,3.979,1.154,5.709,3.531,4.375
2019-06-11 05:20:00,12.36,2.953,1.606,4.95,3.522,5.802
2019-06-11 05:30:00,12.71,5.859,1.676,4.944,4.601,3.312
2019-06-11 05:40:00,12.49,6.61,2.539,4.029,1.725,1.597
2019-06-11 05:50:00,12.58,7.625,4.242,2.403,4.136,1.809
2019-06-11 06:00:00,12.81,6.751,4.432,1.644,0.768,0.376
2019-06-11 06:10:00,12.59,7.485,4.506,1.119,3.07,2.337
2019-06-11 06:20:00,13.15,7.91,4.011,0.976,3.424,2.439
2019-06-11 06:30:00,13.31,4.921,3.679,1.108,4.072,0.929
2019-06-11 06:40:00,13.54,6.386,3.786,1.858,4.023,1.874
2019-06-11 06:50:00,13.83,7.599,4.181,1.867,4.113,4.0
2019-06-11 07:00:00,13.02,7.066,4.403,1.356,0.994,1.061
2019-06-11 07:10:00,13.27,8.23,4.834,1.44,3.64,1.941
2019-06-11 07:20:00,12.56,4.247,5.622,1.763,1.606,2.651
2019-06-11 07:30:00,12.7,8.07,4.863,1.945,1.567,3.07
2019-06-11 07:40:00,11.52,8.84,5.831,2.248,1.688,4.284
2019-06-11 07:50:00,10.54,8.05,7.128,2.34,2.11,1.455
2019-06-11 08:00:00,5.325,8.95,6.373,2.196,1.872,3.486
2019-06-11 08:10:00,7.692,8.69,7.324,1.747,0.665,3.58
2019-06-11 08:20:00,9.22,8.19,6.782,2.001,0.759,1.698
2019-06-11 08:30:00,10.65,3.955,6.007,2.189,0.635,1.752
2019-06-11 08:40:00,11.75,4.103,5.592,2.426,0.977,0.019
2019-06-11 08:50:00,9.19,7.184,8.0,2.287,1.028,0.0
2019-06-11 09:00:00,9.18,7.28,8.35,2.188,0.338,1.452
2019-06-11 09:10:00,11.06,7.777,7.104,2.516,0.887,4.368
2019-06-11 09:20:00,8.87,6.092,6.376,1.956,0.386,2.539
